"FOLIO","DOR_C","SITE_CITY","LAND","IMP","S_DATE","SALES","NBHC","NBHD","TOTVAL"
"1957660000","0100","TAMPA",594181,347073,12/20/2017,1150000,203012,"DAVISISLE",941254
"1957750000","0100","TAMPA",294492,421073,6/26/2017,905000,203012,"DAVISISLE",715565
"1958170000","0100","TAMPA",447408,589729,6/27/2017,1325000,203012,"DAVISISLE",1037137
"1958350000","0100","TAMPA",330720,244592,1/11/2017,800000,203012,"DAVISISLE",575312
"1958450100","0100","TAMPA",315982,565172,6/21/2017,1080000,203012,"DAVISISLE",881154
"1958490000","0100","TAMPA",357387,160697,5/11/2017,655000,203012,"DAVISISLE",518084
"1958560000","0100","TAMPA",282915,120630,5/31/2017,593000,203012,"DAVISISLE",403545
"1958650000","0100","TAMPA",223100,509016,2/17/2017,947400,203012,"DAVISISLE",732116
"1958690000","0100","TAMPA",339359,457811,11/27/2017,945000,203012,"DAVISISLE",797170
"1958800000","0100","TAMPA",377304,1359942,8/21/2017,1600000,203012,"DAVISISLE",1737246
"1958900000","0100","TAMPA",285181,50974,2/15/2017,395000,203012,"DAVISISLE",336155
"1959210000","0100","TAMPA",203136,52582,11/13/2017,423000,203012,"DAVISISLE",255718
"1959220000","0100","TAMPA",294362,56084,7/21/2017,469000,203012,"DAVISISLE",350446
"1959390000","0100","TAMPA",220800,52078,6/8/2017,450000,203012,"DAVISISLE",272878
"1959450000","0100","TAMPA",220800,99192,5/9/2017,455000,203012,"DAVISISLE",319992
"1959480000","0100","TAMPA",220800,518265,12/15/2017,675000,203012,"DAVISISLE",739065
"1959830000","0100","TAMPA",227654,51270,8/21/2017,325000,203012,"DAVISISLE",278924
"1959890000","0100","TAMPA",225216,90799,3/8/2017,495000,203012,"DAVISISLE",316015
"1960230000","0100","TAMPA",296240,62154,1/11/2017,383000,203012,"DAVISISLE",358394
"1960300000","0100","TAMPA",325220,134207,3/23/2017,560000,203012,"DAVISISLE",459427
"1960370000","0100","TAMPA",220800,399822,4/27/2017,942500,203012,"DAVISISLE",620622
"1960800000","0100","TAMPA",236900,44122,11/16/2017,425000,203012,"DAVISISLE",281022
"1962950104","0100","TAMPA",220800,240746,3/23/2017,599900,203012,"DAVISISLE",461546
"1962980000","0100","TAMPA",447552,532149,2/16/2017,1125000,203012,"DAVISISLE",979701
"1963110050","0100","TAMPA",263959,414224,10/16/2017,966500,203012,"DAVISISLE",678183
"1963430000","0100","TAMPA",359149,68960,9/8/2017,490000,203012,"DAVISISLE",428109
"1964170000","0100","TAMPA",345000,75444,7/28/2017,495000,203012,"DAVISISLE",420444
"1965900000","0100","TAMPA",271736,107674,2/17/2017,495000,203012,"DAVISISLE",379410
"1967080000","0100","TAMPA",329438,158375,4/10/2017,705300,203012,"DAVISISLE",487813
"1967120000","0100","TAMPA",278496,85355,9/29/2017,442500,203012,"DAVISISLE",363851
"1967880000","0100","TAMPA",328776,82479,12/26/2017,698000,203012,"DAVISISLE",411255
"1968140000","0100","TAMPA",264960,583907,8/31/2017,1000000,203012,"DAVISISLE",848867
"1968160000","0100","TAMPA",272295,24795,9/13/2017,400000,203012,"DAVISISLE",297090
"1968510000","0100","TAMPA",328868,562018,12/12/2017,1125000,203012,"DAVISISLE",890886
"1969440000","0100","TAMPA",321621,512662,1/27/2017,1015000,203006,"HYDEPARK",834283
"1969720100","0100","TAMPA",431700,610060,11/20/2017,1200000,203006,"HYDEPARK",1041760
"1969910000","0100","TAMPA",9100,45361,7/19/2017,129000,205003,"YBORCITY",54461
"1976820000","0100","TAMPA",10687,118362,6/23/2017,220000,205003,"YBORCITY",129049
"1976880020","0100","TAMPA",9914,59440,8/22/2017,145000,205003,"YBORCITY",69354
"1976905000","0100","TAMPA",7950,33630,2/8/2017,61000,205003,"YBORCITY",41580
"1977020000","0100","TAMPA",12250,70609,5/24/2017,164900,205003,"YBORCITY",82859
"1979260000","0100","TAMPA",6022,28624,6/15/2017,95000,205003,"YBORCITY",34646
"1979490000","0100","TAMPA",10962,155486,1/23/2017,200000,205003,"YBORCITY",166448
"1980510000","0100","TAMPA",5600,19598,7/26/2017,60000,205003,"YBORCITY",25198
"1981270000","0100","TAMPA",11514,80248,6/27/2017,178500,205003,"YBORCITY",91762
"1982740110","0100","TAMPA",4744,23377,10/26/2017,55000,205003,"YBORCITY",28121
"1982850000","0100","TAMPA",7447,38297,7/5/2017,90000,205003,"YBORCITY",45744
"1983790000","0100","TAMPA",12538,16796,3/31/2017,36000,205003,"YBORCITY",29334
"1983860000","0100","TAMPA",15190,61420,5/16/2017,135000,205003,"YBORCITY",76610
